,acc,clf,data,f1,feat_generator,tacc
0,0.5763993948562783,LRegn,4-unbalanced,0.5344930993325636,count_ng1,0.5763993948562783
1,0.5416036308623298,PAgg,4-unbalanced,0.5245864381912078,count_ng1,0.5416036308623298
2,0.5446293494704992,SVM,4-unbalanced,0.5217260350418177,count_ng1,0.5446293494704992
3,0.5249621785173979,Percep,4-unbalanced,0.5178956722178183,count_ng1,0.5249621785173979
4,0.5128593040847201,bnb,4-unbalanced,0.36323506427459645,count_ng1,0.5128593040847201
5,0.5582450832072617,mnb,4-unbalanced,0.531123347991162,count_ng1,0.5582450832072617
6,0.5597579425113464,sgd,4-unbalanced,0.5403933741895764,count_ng1,0.5597579425113465
7,0.29046898638426627,KNN,4-unbalanced,0.21135158100451484,count_ng1,0.29046898638426627
8,0.5809379727685325,LRegn,4-unbalanced,0.5230928340539279,count_ng2,0.5809379727685325
9,0.5688350983358547,PAgg,4-unbalanced,0.5321760327539229,count_ng2,0.5688350983358548
10,0.5748865355521936,SVM,4-unbalanced,0.5330114607582334,count_ng2,0.5748865355521936
11,0.5446293494704992,Percep,4-unbalanced,0.5272421052420089,count_ng2,0.5446293494704992
12,0.5098335854765507,bnb,4-unbalanced,0.3515346571309488,count_ng2,0.5098335854765507
13,0.5718608169440241,mnb,4-unbalanced,0.538590952645414,count_ng2,0.5718608169440242
14,0.5763993948562783,sgd,4-unbalanced,0.5422154434920501,count_ng2,0.5763993948562783
15,0.2556732223903177,KNN,4-unbalanced,0.12651135292951127,count_ng2,0.2556732223903177
16,0.5718608169440241,LRegn,4-unbalanced,0.5031953028232865,count_ng3,0.5718608169440242
17,0.5763993948562783,PAgg,4-unbalanced,0.5320254515038936,count_ng3,0.5763993948562783
18,0.5779122541603631,SVM,4-unbalanced,0.5208520622215896,count_ng3,0.5779122541603631
19,0.5537065052950075,Percep,4-unbalanced,0.5334063722566328,count_ng3,0.5537065052950075
20,0.5083207261724659,bnb,4-unbalanced,0.34825600295806725,count_ng3,0.5083207261724659
21,0.5779122541603631,mnb,4-unbalanced,0.5426064554881316,count_ng3,0.5779122541603631
22,0.5718608169440241,sgd,4-unbalanced,0.5355663285186849,count_ng3,0.5718608169440242
23,0.24962178517397882,KNN,4-unbalanced,0.11205631586399876,count_ng3,0.24962178517397882
24,0.5627836611195158,LRegn,4-unbalanced,0.4725002368752106,tfidf_ng1,0.5627836611195158
25,0.5416036308623298,PAgg,4-unbalanced,0.5314474397523066,tfidf_ng1,0.5416036308623298
26,0.5552193645990923,SVM,4-unbalanced,0.5298357803660962,tfidf_ng1,0.5552193645990923
27,0.5098335854765506,Percep,4-unbalanced,0.5007098232622071,tfidf_ng1,0.5098335854765507
28,0.5083207261724659,bnb,4-unbalanced,0.3426193861463361,tfidf_ng1,0.5083207261724659
29,0.5279878971255674,mnb,4-unbalanced,0.39218074630552757,tfidf_ng1,0.5279878971255674
30,0.5476550680786687,sgd,4-unbalanced,0.5354893884836611,tfidf_ng1,0.5476550680786687
31,0.5552193645990923,KNN,4-unbalanced,0.5275081829469349,tfidf_ng1,0.5552193645990923
32,0.5476550680786687,LRegn,4-unbalanced,0.44359517554579836,tfidf_ng2,0.5476550680786687
33,0.5627836611195158,PAgg,4-unbalanced,0.5433381124324681,tfidf_ng2,0.5627836611195158
34,0.5642965204236006,SVM,4-unbalanced,0.5290605712799143,tfidf_ng2,0.5642965204236006
35,0.5340393343419062,Percep,4-unbalanced,0.5242411632626919,tfidf_ng2,0.5340393343419062
36,0.5083207261724659,bnb,4-unbalanced,0.3426193861463361,tfidf_ng2,0.5083207261724659
37,0.5219364599092284,mnb,4-unbalanced,0.3824206625900329,tfidf_ng2,0.5219364599092284
38,0.56732223903177,sgd,4-unbalanced,0.5474948941884765,tfidf_ng2,0.56732223903177
39,0.529500756429652,KNN,4-unbalanced,0.5034534573597509,tfidf_ng2,0.529500756429652
40,0.5416036308623298,LRegn,4-unbalanced,0.4302010513041483,tfidf_ng3,0.5416036308623298
41,0.5627836611195158,PAgg,4-unbalanced,0.5370781835309851,tfidf_ng3,0.5627836611195158
42,0.5642965204236006,SVM,4-unbalanced,0.5232637474932165,tfidf_ng3,0.5642965204236006
43,0.5340393343419061,Percep,4-unbalanced,0.5304231447938756,tfidf_ng3,0.5340393343419062
44,0.5083207261724659,bnb,4-unbalanced,0.3426193861463361,tfidf_ng3,0.5083207261724659
45,0.518910741301059,mnb,4-unbalanced,0.378618882832698,tfidf_ng3,0.518910741301059
46,0.5658093797276853,sgd,4-unbalanced,0.5394309236115535,tfidf_ng3,0.5658093797276853
47,0.5385779122541603,KNN,4-unbalanced,0.5120124157091888,tfidf_ng3,0.5385779122541604
48,0.5491679273827533,LRegn,4-unbalanced,0.45825001192976056,hash_ng1,0.5491679273827534
49,0.540090771558245,PAgg,4-unbalanced,0.5221785016880797,hash_ng1,0.540090771558245
50,0.5642965204236006,SVM,4-unbalanced,0.5278883752143582,hash_ng1,0.5642965204236006
51,0.5506807866868382,Percep,4-unbalanced,0.5287985382399868,hash_ng1,0.5506807866868382
52,0.5083207261724659,bnb,4-unbalanced,0.3426193861463361,hash_ng1,0.5083207261724659
53,0.5537065052950075,sgd,4-unbalanced,0.5362840570079319,hash_ng1,0.5537065052950075
54,0.5007564296520424,KNN,4-unbalanced,0.48293397253767717,hash_ng1,0.5007564296520424
55,0.540090771558245,LRegn,4-unbalanced,0.42628581928219345,hash_ng2,0.540090771558245
56,0.5627836611195158,PAgg,4-unbalanced,0.5215587937847366,hash_ng2,0.5627836611195158
57,0.5612708018154312,SVM,4-unbalanced,0.5026764200059198,hash_ng2,0.5612708018154312
58,0.5506807866868381,Percep,4-unbalanced,0.5203808345570995,hash_ng2,0.5506807866868382
59,0.5083207261724659,bnb,4-unbalanced,0.3426193861463361,hash_ng2,0.5083207261724659
60,0.5582450832072617,sgd,4-unbalanced,0.5074554047378479,hash_ng2,0.5582450832072617
61,0.5204236006051437,KNN,4-unbalanced,0.5018552545714826,hash_ng2,0.5204236006051437
62,0.5310136157337367,LRegn,4-unbalanced,0.40535863483014223,hash_ng3,0.5310136157337367
63,0.5688350983358548,PAgg,4-unbalanced,0.5177869041706594,hash_ng3,0.5688350983358548
64,0.5612708018154311,SVM,4-unbalanced,0.49253281147839534,hash_ng3,0.5612708018154312
65,0.5476550680786687,Percep,4-unbalanced,0.5179578312956885,hash_ng3,0.5476550680786687
66,0.5083207261724659,bnb,4-unbalanced,0.3426193861463361,hash_ng3,0.5083207261724659
67,0.5658093797276853,sgd,4-unbalanced,0.506695909379155,hash_ng3,0.5658093797276853
68,0.5173978819969742,KNN,4-unbalanced,0.5003452991892287,hash_ng3,0.5173978819969742
69,0.4084720121028744,LRegn,4-unbalanced,0.3991712396579063,delta_tfidf1,0.4084720121028744
70,0.3494704992435704,PAgg,4-unbalanced,0.3376961606591402,delta_tfidf1,0.3494704992435703
71,0.3615733736762481,SVM,4-unbalanced,0.35053442884085456,delta_tfidf1,0.3615733736762481
72,0.3494704992435704,Percep,4-unbalanced,0.3398929069690212,delta_tfidf1,0.3494704992435703
73,0.47352496217851736,bnb,4-unbalanced,0.39027564407948856,delta_tfidf1,0.4735249621785174
74,0.3661119515885023,sgd,4-unbalanced,0.355433314191366,delta_tfidf1,0.3661119515885023
75,0.3827534039334342,KNN,4-unbalanced,0.38371047319988905,delta_tfidf1,0.3827534039334342
76,0.4084720121028744,LRegn,4-unbalanced,0.3991712396579063,delta_tfidf2,0.4084720121028744
77,0.35098335854765506,PAgg,4-unbalanced,0.33956201511688333,delta_tfidf2,0.35098335854765506
78,0.3615733736762481,SVM,4-unbalanced,0.35053442884085456,delta_tfidf2,0.3615733736762481
79,0.3494704992435704,Percep,4-unbalanced,0.3398929069690212,delta_tfidf2,0.3494704992435703
80,0.47352496217851736,bnb,4-unbalanced,0.39027564407948856,delta_tfidf2,0.4735249621785174
81,0.3797276853252647,sgd,4-unbalanced,0.3687117108323505,delta_tfidf2,0.37972768532526474
82,0.3827534039334342,KNN,4-unbalanced,0.38371047319988905,delta_tfidf2,0.3827534039334342
83,0.4084720121028744,LRegn,4-unbalanced,0.3991712396579063,delta_tfidf3,0.4084720121028744
84,0.3449319213313161,PAgg,4-unbalanced,0.3311073237619765,delta_tfidf3,0.34493192133131617
85,0.3615733736762481,SVM,4-unbalanced,0.35053442884085456,delta_tfidf3,0.3615733736762481
86,0.3494704992435704,Percep,4-unbalanced,0.3398929069690212,delta_tfidf3,0.3494704992435703
87,0.47352496217851736,bnb,4-unbalanced,0.39027564407948856,delta_tfidf3,0.4735249621785174
88,0.3797276853252647,sgd,4-unbalanced,0.3661517243078158,delta_tfidf3,0.37972768532526474
